date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:13:01	153/153	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20May%202020%2018:11:07%20GMT	https://web.archive.org/robots.txt		(from )
13:13:03	40424/40424	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20May%202020%2018:11:09%20GMT	https://web.archive.org/web/20130501080746/http://miku.dominos.jp/	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746/http_/miku.dominos.jp/index.html	(from )
13:13:04	13338/13338	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225e6a6614-341a%22	http://archive.org/includes/analytics.js?v=cf34f82	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/archive.org/includes/analytics2a5b.js	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:04	18685/18685	---MCZ	200	added ('OK')	application/javascript	etag:W/%22wzsdm-1589486197-18685-1492060197%22	https://web.archive.org/_static/js/ait-client-rewrite.js?v=R-6NEOHA	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/_static/js/ait-client-rewrite4601.js	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:04	1413/1413	---MCZ	200	added ('OK')	application/javascript	etag:W/%22wzsdm-1589486223-1413-298976124%22	https://web.archive.org/_static/js/wbhack.js?v=3Xfa3MuL	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/_static/js/wbhackd1cb.js	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:04	22494/22494	---MCZ	200	added ('OK')	application/javascript	etag:W/%22wzsdm-1589486125-22494-1133250299%22	https://web.archive.org/_static/js/playback.bundle.js?v=3mdvhcaO	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/_static/js/playback.bundle6598.js	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:05	9078/9078	---MCZ	200	added ('OK')	text/css	etag:W/%22wzsdm-1589486197-9078-1017513663%22	https://web.archive.org/_static/css/banner-styles.css?v=HyR5oymJ	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/_static/css/banner-styles0d21.css	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:05	5825/5825	---MCZ	200	added ('OK')	text/css	etag:W/%22wzsdm-1589486197-5825-715654559%22	https://web.archive.org/_static/css/iconochive.css?v=qtvMKcIJ	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/_static/css/iconochive8307.css	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:06	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:12%20GMT	https://web.archive.org/web/20130501080746cs_/http://miku.dominos.jp/stylesheets/screen.css	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746cs_/http_/miku.dominos.jp/stylesheets/screen.css	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:07	32015/32015	---MCZ	200	added ('OK')	text/css	date:Fri,%2015%20May%202020%2018:11:13%20GMT	https://web.archive.org/web/20130609082033cs_/http://miku.dominos.jp/stylesheets/screen.css	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130609082033cs_/http_/miku.dominos.jp/stylesheets/screen.css	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:14%20GMT	https://web.archive.org/web/20130501080746cs_/http://miku.dominos.jp/stylesheets/print.css	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746cs_/http_/miku.dominos.jp/stylesheets/print.css	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:09	812/812	---M--	200	added ('OK')	text/css	date:Fri,%2015%20May%202020%2018:11:15%20GMT	https://web.archive.org/web/20130424023905cs_/http://miku.dominos.jp/stylesheets/print.css	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424023905cs_/http_/miku.dominos.jp/stylesheets/print.css	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:15%20GMT	https://web.archive.org/web/20130501080746cs_/http://miku.dominos.jp/colorbox.css	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746cs_/http_/miku.dominos.jp/colorbox.css	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:10	7350/7350	---MCZ	200	added ('OK')	text/css	date:Fri,%2015%20May%202020%2018:11:16%20GMT	https://web.archive.org/web/20130424045714cs_/http://miku.dominos.jp/colorbox.css	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424045714cs_/http_/miku.dominos.jp/colorbox.css	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:10	7564/7564	---M--	200	added ('OK')	image/png	etag:%22wzsdm-1589486168-7564-1983580500%22	https://web.archive.org/_static/images/toolbar/wayback-toolbar-logo.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/_static/images/toolbar/wayback-toolbar-logo.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:10	292/292	---M--	200	added ('OK')	image/png	etag:%22wzsdm-1589486075-292-945555072%22	https://web.archive.org/_static/images/toolbar/wm_tb_prv_on.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/_static/images/toolbar/wm_tb_prv_on.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:11	294/294	---M--	200	added ('OK')	image/png	etag:%22wzsdm-1589486125-294-946734722%22	https://web.archive.org/_static/images/toolbar/wm_tb_nxt_on.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/_static/images/toolbar/wm_tb_nxt_on.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:11	913/913	---M--	200	added ('OK')	image/gif	etag:%22wzsdm-1589486171-913-438895683%22	https://web.archive.org/_static/images/loading.gif	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/_static/images/loading.gif	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:18%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/dominos_logo.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/dominos_logo.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:13	3473/3473	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:19%20GMT	https://web.archive.org/web/20130424064833im_/http://miku.dominos.jp/img/dominos_logo.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424064833im_/http_/miku.dominos.jp/img/dominos_logo.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:19%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/nav_top.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/nav_top.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:14	305/305	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:20%20GMT	https://web.archive.org/web/20130424062617im_/http://miku.dominos.jp/img/nav_top.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424062617im_/http_/miku.dominos.jp/img/nav_top.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:21%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/nav_app_after.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/nav_app_after.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:17	397/397	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:23%20GMT	https://web.archive.org/web/20130424045855im_/http://miku.dominos.jp/img/nav_app_after.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424045855im_/http_/miku.dominos.jp/img/nav_app_after.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:18	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:24%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/nav_box.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/nav_box.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:21	436/436	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:26%20GMT	https://web.archive.org/web/20130424093016im_/http://miku.dominos.jp/img/nav_box.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424093016im_/http_/miku.dominos.jp/img/nav_box.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:27%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/nav_bike.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/nav_bike.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:22	413/413	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:28%20GMT	https://web.archive.org/web/20130609082713im_/http://miku.dominos.jp/img/nav_bike.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130609082713im_/http_/miku.dominos.jp/img/nav_bike.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:24	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:30%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/nav_support.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/nav_support.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:25	510/510	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:31%20GMT	https://web.archive.org/web/20130424065910im_/http://miku.dominos.jp/img/nav_support.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424065910im_/http_/miku.dominos.jp/img/nav_support.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:26	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:31%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/btn_appstore.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/btn_appstore.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:27	1939/1939	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:32%20GMT	https://web.archive.org/web/20130424090340im_/http://miku.dominos.jp/img/btn_appstore.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424090340im_/http_/miku.dominos.jp/img/btn_appstore.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:27	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:33%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/btn_appstore_o.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/btn_appstore_o.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:29	1882/1882	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:34%20GMT	https://web.archive.org/web/20130424040754im_/http://miku.dominos.jp/img/btn_appstore_o.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424040754im_/http_/miku.dominos.jp/img/btn_appstore_o.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:29	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:35%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/sp_dominos_logo.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/sp_dominos_logo.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:30	4210/4210	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:36%20GMT	https://web.archive.org/web/20130424061950im_/http://miku.dominos.jp/img/sp_dominos_logo.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424061950im_/http_/miku.dominos.jp/img/sp_dominos_logo.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:31	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:37%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/nav_app.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/nav_app.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:32	400/400	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:38%20GMT	https://web.archive.org/web/20130424060237im_/http://miku.dominos.jp/img/nav_app.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424060237im_/http_/miku.dominos.jp/img/nav_app.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:33	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:39%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/nav_movie.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/nav_movie.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:34	942/942	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:40%20GMT	https://web.archive.org/web/20130424091002im_/http://miku.dominos.jp/img/nav_movie.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424091002im_/http_/miku.dominos.jp/img/nav_movie.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:35	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:41%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/main_logo.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/main_logo.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:37	40040/40040	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:43%20GMT	https://web.archive.org/web/20130424092208im_/http://miku.dominos.jp/img/main_logo.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424092208im_/http_/miku.dominos.jp/img/main_logo.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:38	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:44%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/main_description.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/main_description.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:39	49871/49871	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:45%20GMT	https://web.archive.org/web/20130424024538im_/http://miku.dominos.jp/img/main_description.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424024538im_/http_/miku.dominos.jp/img/main_description.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:40	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:46%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/device_compatibility.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/device_compatibility.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:41	5192/5192	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:47%20GMT	https://web.archive.org/web/20130424030721im_/http://miku.dominos.jp/img/device_compatibility.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424030721im_/http_/miku.dominos.jp/img/device_compatibility.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:48%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/sp_main_logo.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/sp_main_logo.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:43	33670/33670	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:49%20GMT	https://web.archive.org/web/20130424023454im_/http://miku.dominos.jp/img/sp_main_logo.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424023454im_/http_/miku.dominos.jp/img/sp_main_logo.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:50%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/sp_main_description.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/sp_main_description.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:45	61359/61359	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:51%20GMT	https://web.archive.org/web/20130424043239im_/http://miku.dominos.jp/img/sp_main_description.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424043239im_/http_/miku.dominos.jp/img/sp_main_description.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:52%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/iphone_frame.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/iphone_frame.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:47	144501/144501	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:53%20GMT	https://web.archive.org/web/20130424085804im_/http://miku.dominos.jp/img/iphone_frame.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424085804im_/http_/miku.dominos.jp/img/iphone_frame.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:54%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/sp_btn_appstore.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/sp_btn_appstore.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:49	2425/2425	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:55%20GMT	https://web.archive.org/web/20130424092654im_/http://miku.dominos.jp/img/sp_btn_appstore.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424092654im_/http_/miku.dominos.jp/img/sp_btn_appstore.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:55%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/sp_device_compatibility.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/sp_device_compatibility.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:53	7881/7881	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:11:58%20GMT	https://web.archive.org/web/20130424072823im_/http://miku.dominos.jp/img/sp_device_compatibility.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424072823im_/http_/miku.dominos.jp/img/sp_device_compatibility.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:53	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:11:59%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/feature_01.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/feature_01.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:54	30790/30790	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:12:00%20GMT	https://web.archive.org/web/20130424040658im_/http://miku.dominos.jp/img/feature_01.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424040658im_/http_/miku.dominos.jp/img/feature_01.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:12:01%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/feature_02.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/feature_02.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:56	22613/22613	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:12:01%20GMT	https://web.archive.org/web/20130424075935im_/http://miku.dominos.jp/img/feature_02.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424075935im_/http_/miku.dominos.jp/img/feature_02.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:12:04%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/feature_03.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/feature_03.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:13:59	37908/37908	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:12:05%20GMT	https://web.archive.org/web/20130424065825im_/http://miku.dominos.jp/img/feature_03.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424065825im_/http_/miku.dominos.jp/img/feature_03.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:14:01	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:12:07%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/feature_04.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/feature_04.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:14:02	27251/27251	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:12:07%20GMT	https://web.archive.org/web/20130424065126im_/http://miku.dominos.jp/img/feature_04.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424065126im_/http_/miku.dominos.jp/img/feature_04.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:14:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:12:08%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/feature_05.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/feature_05.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:14:03	36012/36012	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:12:09%20GMT	https://web.archive.org/web/20130609083345im_/http://miku.dominos.jp/img/feature_05.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130609083345im_/http_/miku.dominos.jp/img/feature_05.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:14:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:12:10%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/sp_video.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/sp_video.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:14:05	182921/182921	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:12:10%20GMT	https://web.archive.org/web/20130609083305im_/http://miku.dominos.jp/img/sp_video.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130609083305im_/http_/miku.dominos.jp/img/sp_video.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:14:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:12:11%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/box_description.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/box_description.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:14:07	9184/9184	---MC-	200	added ('OK')	image/png	date:Fri,%2015%20May%202020%2018:12:12%20GMT	https://web.archive.org/web/20130424062944im_/http://miku.dominos.jp/img/box_description.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130424062944im_/http_/miku.dominos.jp/img/box_description.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
13:14:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2015%20May%202020%2018:12:14%20GMT	https://web.archive.org/web/20130501080746im_/http://miku.dominos.jp/img/box_note.png	C:/Users/Ferrolino/Desktop/hh/hatsunemiku/web.archive.org/web/20130501080746im_/http_/miku.dominos.jp/img/box_note.png	(from https://web.archive.org/web/20130501080746/http://miku.dominos.jp/)
